track_id,track_name,track_artist,track_popularity
6tByydPskASjm9jTPkNQq0,Numb Numb Juice,ScHoolboy Q,72
2WqtCYZXu5cdUHgB9TAU9o,Impatient Freestyle,Drakeo the Ruler,57
77h8UXtbg4cX1JkVge5lgg,Posted,Pac Div,40
40hRYfBECQqk5Bj3RNdPeY,Quik's Groove,DJ Quik,31
7nbH85acNzcX2WrjAHUVd3,"I Luv It (feat. Kokane, Sir Dogg & Snoopy Collins)",Kokane,44
0mwrax1xOyazuksN2GtaPM,"Initiated (feat. 2Pac a.k.a. Makaveli, Outlawz & Kurupt Tha Kingpin)",Daz Dillinger,40
6lah2pPQVdTsfoMSHkyYmn,Never Leave Me Alone,Nate Dogg,41
5UQOmTylBEdsIfSn37v3DO,Straight Up Menace,MC Eiht,56
77eE5itTUCMZ4J9rTyEnam,I Used To Love Her (Again),Murs & 9th Wonder,21
0peda9K8uIAt9QaCPIoknU,Beat Streaming,Abstract Rude,1
1RD3w1TGHBPBTC3nskXQwj,Burgundy Whip - Instrumental,MED,24
522oSSdYJqadyIK80MOOqz,"Lakers (feat. Ab-Soul, Polyester the Saint)",Freddie Gibbs,43
0lpkIkav4zSnEWoCtlfyBW,ATL Hoe,Baby D.,23
13aXosb9ASn6tRQbfw1WPU,Dope Boyz,T.I.,32
3OZwlgcFBKdSQNIA5xSHsd,Make 'Em Say Ugh,Master P,22
3xHC9yugYtjibz2908Mch5,Tear Da Club Up '97,Three 6 Mafia,28
4IejnaWylIqjqh0acnxmJS,Ridin Wit Some Killaz,Hitman Sammy Sam,12
1b8WvjQ6aT3MrqouZHCqsE,Space Age Pimpin',8Ball & MJG,45
68V3gC4Bvj2yH7KgM0jwSd,Love in Your Mouth,Kilo Ali,13
7MSwclTvW6KLLkTbmw9FUQ,Throw It Up,Pastor Troy,52
7d9I42jF759n5HuUeoulzR,Nann Nigga,Trick Daddy,51
5FGBOYI8mj9chVhWlNOVXK,Who U Wit,Lil Jon & The East Side Boyz,30
1dSHz2TN7HwE8p5aGw8jjy,Eastside Vs. Westside,Baby D.,14
0cYzIKaobR7yaxjMTRvO6P,One Day,UGK,37
3st9lesONapXvHLIRTbQCz,Put Yo Hood Up,Lil Jon & The East Side Boyz,32
0iRXwSL6X0Fhya8Xk8kNhl,Nextel Chirp,Maceo,22
6ny4Y3Iy6d5m6zJYD8ziY7,Ain't Gon Let Up,DG Yola,37
1c1OBDn66AqL2NM0Wa0oCf,Southern Hospitality (Featuring Pharrell),Ludacris,1
5w3CiqpCBupl0SLppRaput,Be Easy,T.I.,0
1rJrDaAVtS9g5ij4T88Rj5,Cell Therapy,Goodie Mob,41
3aYR7XQAuLW0vsDEj9SGu3,Damn! - Radio Mix,Youngbloodz,25
5nXQHx4yYKsZqrm7y4bj03,400 Degreez,Juvenile,45
63BokRfXSQhEU6Qi2dSJpZ,Mind Playing Tricks on Me,Geto Boys,65
1Q9b6CeMcDuO0uq5OJCrqu,Move Bitch,Disturbing Tha Peace,57
20ekNN40AwbZ7fwFEaLESa,Let Me See It,UGK,0
3vR6ivBSe0SWntHyEzh4X1,Head Bussa (feat. Lil Jon),Lil Scrappy,44
4AwjvpvIGK0vvIB2TJym3D,On My Block,Scarface,20
5HOR3skey0qLfiTejqQ7KD,Get Ya Mind Right,Jeezy,0
3ZwxD4e9x04NYSw6XPuJYe,Hustlin' - Album Version (Edited),Rick Ross,0
0AMsWm4pZWF0JrraOawTD9,Nothins Free,Oobie,29
62Rx9xRAPrUiugB7LLeI6Z,Hit a Muthafucka,Three 6 Mafia,38
5RDqj06z9J287XqeQgYZdb,Elevators (Me & You),OutKast,0
0EgigrGFGb4PHaVNb7fgK7,No Problem,Lil Scrappy,54
3wIjnMkaSRsU2GAsHRtaXf,Neva Eva (feat. Lil Scrappy & Lil Jon),Trillville,16
1BVTXeq3Hv4K1QamHvrt6A,"Front, Back & Side to Side",UGK,42
7bcsSzt2HasMWL2Kr7iyfH,Wanna Be A Balla,Fat Pat,0
27YlMLaVRhOZZ6ba75iVB7,Dirty South (feat. Big Boi),Goodie Mob,44
3qMkFNfMueMebmOzh2fKhy,Mr. Scarface,Scarface,31
525yPO8r5J6kLostDxm3XK,Back That Azz Up,Juvenile,59
0SysExuJoYEHdmyzao1PO3,We Ready,Archie Eversole,0
164gjqAtz5Enj9tkbrCphL,Vica Versa,Pastor Troy,0
3R9qiUjvIuLYm1KWzh6E0L,Still Fly,Big Tymers,0
11bsPAgj8M9d035Oczo12m,Ain't Gonna Let Up,Yola,9
2PuDoAM0gdidF1txIQFUkp,Like A Pimp,David Banner,0
0jrz4ZQKCsC6h2vzqgHiEp,Get Low featuring Ying Yang Twins,Lil Jon & The East Side Boyz,64
5KjeQtJQDFCMurnXYlpDz4,Still Ridin' Clean,Project Pat,35
0J45lEzyh0cMdi4jPAp5xV,Trap House,Gucci Mane,0
5FDXQVXYiLeXLwt11T2lcN,Go Crazy - Remix,Jeezy,0
1Q48AM3uKnWdZEN7UJng6R,Shake Ya Ass,Mystikal,23
0iXXKoihooHII2wB7CPb5I,24's,T.I.,0
1Mx8KJepMb2IwZyE4dYGme,Break 'Em Off Somethin' - Edited,Master P,10
2hWKN5fCpkIWxBDrtFeBHc,Stuntin' Like My Daddy,Birdman,0
7EbTPYTnPJnkcJn7bonvY3,Do It,Rasheeda,13
0Z2ke9CtxCONdyURCI3wIu,Walk It Out Remix feat OutKast & Jim Jones,Unk,0
0P4wupoasH0Pj0cuvwaIwN,Tired Of Ballin,Tela,35
3Ey4LfRjPERWCWE3dhENPq,Southside,Lil Keke,0
2KdsPGSUXbSZyq4oiDOqAe,Murder,UGK,46
1eYyfFDQJGRhQ55jlbtqrG,85/Billy Dee Interlude,Youngbloodz,48
2ajhenDRiiAnCHHjsIOHhJ,Laffy Taffy,D4L,68
4kmIO0yPq92dXtKCL28RfC,Never Scared (feat. Killer Mike & T.I.) - Club Mix,Bone Crusher,54
1Un1dsZkA9cfZMLOXOyUBc,Bia' Bia',Lil Jon,42
1Inq5p7LPUNq1W40hvTD7h,That's Right,DJ Taz,26
59xyRqG06dGbTmmJFVFbyQ,Dem Boyz,Boyz N Da Hood,52
0YsNWdVVmu2fTq8iRNIePT,"Lean Wit It, Rock Wit It - feat. Peanut & Charlay",Dem Franchize Boyz,0
1wKXq2v6jbWPM2hH2uj0bx,Down For My Niggaz,C-Murder,37
17Xg5u8fDHRJCw09JgycAD,No Mo Play In G.A.,Pastor Troy,21
6Efmq0wDgijxWFdBkzIOvb,Set It Off,Boosie Badazz,60
5UWOfAY5jxIB8bcwwIEZMp,25 Lighters,Fat Pat,0
2SqYQ6BszZsUTmdFgpNwgk,Go DJ,Lil Wayne,0
3DahY4C9iRw0J1dt7Kh8Wr,Duffle Bag Boy,Playaz Circle,0
4ANjm2hzxA154u1slPxyeM,Choices,Project Pat,34
5xGxl3Iux0worDz9tLbaDn,#1 Stunna,Big Tymers,0
2FZKZnPf8qTAGugiWEqMcA,Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,0
3b0dX6Q2lxp7OX5lFt0nba,Ha,Juvenile,47
3Of5Vvox7DstYj6oET5b2h,It's Goin' Down (feat. Nitti),Yung Joc,24
3Kd7feC47Vwtm0PeC0XBCK,"I'm Bout It, Bout It",TRU,23
6FblKHY6mrOR3LQXeOQGeu,Dey Know,Shawty Lo,2
3lapBUarXrq3pEUKMsHNFT,U Don't Know Me,T.I.,0
0yJhNVWztLIG6dFYi9aSg3,Shoulder Lean,Young Dro,34
7foHBs2UUa9YX4UWQlOfiC,Where Dem Dollas At (feat. DJ Paul & Juicy J),Gangsta Boo,34
331YbyNd4xRKm1VM8RXJ1A,Get'Em,Intoxicated,5
5b0B7zOMqjeo0T35009HMr,Trap Or Die,Jeezy,0
50jvqnM4qPR9RJwTY3IU7c,DUI,Oomp Camp,6
5uLZgToTLTRBXXcekii3Yo,Intoxicated,Hitman Sammy Sam,8
22HHKuitrUbFh8nluddJoR,Icy,Gucci Mane feat. Young Jeezy,0
0Sizq91V0brNa9RBpMfeOB,Here I Go,Mystikal,42
6WCZBwvcS1qQKIwPjDUgAs,A.D.I.D.A.S. - Explicit Album Version,Killer Mike,9
5qKqRkWnRTXNVWbEOOmGxk,Wheelz of Steel,OutKast,50
4JqxdEkR2KWTBz7WB4fj3W,Pocket Full of Stones,UGK,21
6ZZiibK0pvYdzA0V6Nf8Ag,ASAP,T.I.,0
4LCYfudj0YePxgj0HbAnC9,Who Run It,Three 6 Mafia,38
3iCCm2CiTl8ad818VFibjO,Can't Stop No Player,Da Organization,17
3ORHRsAjOuvg0nbFhLhomW,Shoulder Lean (feat. T.I.),Young Dro,21
3H6JUtLbiZh07T7GLiuTON,"My Neck, My Back",Khia,52
6a0GRBATlIq4SRbBOPOA8V,Scotty,D4L,40
0hHR7DwdbnMHPzfWRIOhny,My Homeboy's Girlfriend,8Ball,35
3rNF3QG3xFER9YditvdLgQ,Ball And Bun,Bun B,19
5rB2kidKHVVzPlmz25j23U,I Don't Wanna Die,8Ball,18
35haWP34BeUQO6g46iS9Ka,Put Tha House Onit,8Ball,25
7II7n1Qy5He7hs2Q9XIbYD,Coffee Shoppe,Redman,20
2d1qiSnmzS5jiAAss3Svbr,9 Little Millimeta Boys,8Ball & MJG,37
28hioqqNRQD0izp6KOXpoH,Mr. Big,8Ball & MJG,40
1krOGaThAoYZZ2qKUuif4t,Pimps,8Ball & MJG,38
3hFUm642RKc84AhOz4GKwW,Armed Robbery,8Ball & MJG,33
4VeCg1rkHHiu1utqoNNUhH,Lay It Down,8Ball & MJG,30
57Py9BTgsrGScQIXqbiaaT,Break 'em Off,8Ball & MJG,25
17DFL1ATHDLnvmjEwBqdI9,Hand Of The Devil,8Ball & MJG,26
712jeLmkHcf7Ruow0g0V6W,Paid Dues,8Ball,38
7F8uVHZGTY9AabhTWVnr1T,Throw Your Hands Up,8Ball,28
1AUTYg8aLmAaUyXEbhuw8y,Just Like Candy,MJG,38
05vpswcCkiXX2egk5GBo2y,Middle Of The Night,MJG,29
3R5G81gtoO5CcZlRCRKVLk,Sho Nuff,Tela,44
00e5UrNnUkBSKOPRUew6bG,Stop Lying,Mr. Mike,28
2RsRY5npULtSFKQOe4MQxu,Where Ya Love At,Mr. Mike,22
5OYCYTtQfrZ5LfikBChdGA,Total Shock,Mr. Mike,17
52WQhzeikd0FijngYTVPho,New Day,South Circle,28
15FMSxoPEkD7Nn4LwnR3yz,Unsolved Mysteries,South Circle,24
5NLDqBWjQUdmmA9JDABiIb,Pwa,5th Ward Boyz,16
4RFlr5gH4GDQrYjpP2fXw6,Concrete Hell,5th Ward Boyz,18
5hLeMXj4iqVGxmDjTYKRzT,Bank Robbery,Facemob,4
669diBOTrIfZzr12C9COHc,Swangin and Bangin,E.S.G.,24
0V0WtaKdSJIyRd6ODjF0hx,Braids & Fades - Feat. Slim Thug,E.S.G.,21
4Decn23R5mhMoNnX9RPHQa,Realist Rhymin' - Feat. Lil’ Flip,E.S.G.,18
5ycTwkLUFRzuTgULpzcSHM,Ever So Clear,Bushwick Bill,39
1X7MT6osfvC9JEZSPnsYrP,Diary Of A Madman,Scarface,21
4OGupqrF7u7wM4yLRMpL0p,Money And The Power,Scarface,25
30JqbTM4GBcSXHuJYeKJjI,The Wall,Scarface,22
7IfywdSxY0okFji12beS6Y,Now I Feel Ya,Scarface,27
6ld0SjdFPdZtoWBxzn0Ytp,I Seen a Man Die,Scarface,53
1kmdxgEGbd0BsJcqnNQXT6,Hand of the Dead Body,Scarface,40
6VixF2QhUqNgcbH9SujeiQ,Southside,Scarface,30
0Rqcf7GwEOIFg5VFMNIzHF,Mary Jane,Scarface,30
5NPv7MhqawQbvqXd0BiJzm,Smartz,Scarface,31
7pcm6L3cgpfBB74H0btIkB,2 Real,Scarface,33
2y06yEj8JnxUSlXuwLP4rJ,In My Blood,Scarface,14
6zP0ipJNBVe3G9gtmtcdWl,Greed,Scarface,13
2p5pUs6LU2GZNVb9FCNtar,Homies & Thuggs,Scarface,16
0HOqINudNgQFpg1le5Hnqe,Damn It Feels Good to Be a Gangsta,Geto Boys,60
5PONCrsJnRyMsHBsnUS6I9,Still,Geto Boys,47
59Eo4gTUz4NpKbVoLFbwEj,The World Is a Ghetto,Geto Boys,36
59R1Pv7IfNDHU76u6eD6yW,Time Taker,Geto Boys,30
5AvCe7MaFiRZ5sPlrW8Stb,Geto Fantasy,Geto Boys,26
7qIFsTE3QUpHBUMhhzX5VM,It Ain't,Geto Boys,28
5odFKr8lDYmdSyA1K4XDJF,No Nuts No Glory,Geto Boys,26
7fOa2YngldFhZpkPpQVwpb,Six Feet Deep,Geto Boys,37
2PAAtJMAcw8C6ayNfy2zVH,Murder After Midnight,Geto Boys,19
0hPFPELRHZetjzU7dIaBqj,Straight Gangstaism,Geto Boys,34
05xbEV5M8DAQmhFKKlHaDd,Bring It On,Geto Boys,31
62BoHRGSeDnRd4wMn2DUTp,Do Yo Time,Geto Boys,13
3MF3HJ5dmKm8SiVKXAsQsR,Free,Geto Boys,23
6yYnde58z3wfPjJnljXwe0,They B's,Geto Boys,11
02UC06EU3bbApTs9lsNzFC,Gansta (Put Me Down),Geto Boys,22
23RPwjKyCosT5s3X7XzgV9,Big Faces,Geto Boys,10
6wIV0D0hoKdeDBoXtuyXIF,Street Game,Geto Boys,10
3iJAVlE8t4sDr62waZGWzX,Pocket Full of Stones,UGK,19
7rAeopZxC8VS7qrQgcVeJH,It's Supposed to Bubble,UGK,17
1oyU3zCBIVREo7RmTVAyBL,"Front, Back & Side to Side",UGK,35
44ujgZOk7wnISLDb1QAENY,One Day,UGK,22
1Wwo1O8g9u59diHJg7fHBy,Murder,UGK,19
3JXLO03HcIKzIB1xuDSDrR,Good Stuff,UGK,15
2z8tZ7BZ1GzFIlaPt5qWKx,Diamonds & Wood,UGK,49
14ZeVc6AqpEt29RN8IH72x,Wood Wheel,UGK,42
1sI0LMtBNktdYtgGMyU9CI,F**k Faces,Scarface,32
6g9jxAZz5pFxafWle0uxY8,Do What You Want,Scarface,30
15Do6dBAo047mXWPRqChtS,Boo Boo'n,Scarface,17
408auwR6AlpKxDyJVpwdyC,Sticky Green,Devin The Dude,21
0Uu8BPsWQGZk5AiRN3uBwn,Black Ice (Sky High) (feat. OutKast),Goodie Mob,43
0oipDSP2WW7wf5NeEjVxgK,Soul Food,Goodie Mob,37
6gQvUs5abDFspk9LAlCfKa,Thought Process,Goodie Mob,36
4xL5ytWp07oOvYRtcN4ehe,Southside,Lil Keke,0
5LPcIeLf5X05un3LLHWth5,Don’t Mess Wit Texas,Lil Keke,8
5Ix3DtIEWBTgkmQwkJ2JLX,Baller In The Mix,Lil Keke,27
4FsWYwoqvN11yFTvJOuRf5,"Pimps, Players & Hustlas",Lil Keke,10
4ZS2QVf0MLrO34LCDiiJ1T,Tops Drop,Fat Pat,0
51UVuDbX8WqHyn2ga4dsyG,25 Lighters,DJ DMD,28
4VJEgV3CAmfGANrhtRpCpM,Ghetto Dreams,Fat Pat,0
1KLhUURHRl72xGO5A94lme,How Ya Do Dat,Young Bleed,49
1Xunvmk47Mju6oZlgzm2Ty,Burbons And Lacs,Master P,54
2ohf5urBpT8bieYr8kq3kt,"Bout It, Bout It II",Master P,44
4U3JMDnjnUKggATEp7NryT,Pass Me Da Green,Master P,50
6utJPGnUAGkW7qRaYpoasi,Mr. Ice Cream Man,Master P,42
6cTGIsgnvU6Uz7AwfuVq64,Is There A Heaven For A Gangsta?,Master P,18
3JJ3RegwBPhDSbhZlt9sCh,Bang Screw,Lil C,0
7GZ6edN5wxF9icp7wIUoR8,Maan!!,Big Moe featuring E.S.G. & Big Pokey,0
559cZxWbBgXPonNmdxQJne,Life Story (feat. Al-D & Bam),Z-Ro,0
3NitY3eL3TjRvPlQWjaclz,Who Dat Talking Down,Big Pokey,28
4C9VvaZodMeykzNlr5KtCF,Hardest Pit,Big Pokey,22
5yd79zJqlkY7YiwN8VPmoJ,Ballin' Parlay,Big Pokey,24
4OPP6Nzkf60dpjbfRheELe,Da Summa,Three 6 Mafia,0
76dZuMVXjIyLPRLv00skGd,Rock Yo Hips,Crime Mob,52
0r2Bul2NuCViraT2zX1l5j,Get Low,Ying Yang Twins,71
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,79
5r29mFrurlVBbqJzjr2XW6,"My Neck, My Back (Lick It)",Khia,61
0Aqlt4N5h6rUtKnd09VXpr,Grillz - Dirty,Nelly,57
5wvxRlpUTSX9CE52yFZsIY,Cell Therapy,Goodie Mob,56
3kZoay4ANo86ehb6s4RwS9,Ridin',Chamillionaire,69
60TbmViml7n1jUZksLR7Mq,Slob on My Knob,Tear Da Club Up Thugs,54
6C5hEhWg9UUPaxdmXQUjeq,Mo Fire,Lil Wayne,46
5jKeeam03JIlhGCLGw9IFa,Ghetto Life,Master P,21
4ZjwZxHFro05u2CvZUYCCs,Touchdown (feat. Eminem),T.I.,44
2bLqfJjuC5syrsgDsZfGmn,The Way I Are,Timbaland,72
5KSJ9k1FYjFLnIRlJT2wF8,Tha Crossroads,Bone Thugs-N-Harmony,67
0AA6zq5ArZ1sSH7VIMi4NK,This Is Why I'm Hot,MiMS,57
3Gf5nttwcX9aaSQXRWidEZ,Ride Wit Me,Nelly,73
66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),Soulja Boy,76
3qcz0cF9gw6D2I6GgBHMcA,Lollipop,Lil Wayne,46
4xAk8Lw82G3YoVSOdVAsBx,I Wanna Love You,Akon,66
7xJl2SNQT9ZqgXpiPXprnr,I'm A G,Rick Ross,33
1YXYUxukckA5LLnPe90AlS,Murder Avenue,Geto Boys,17
0xzgKue9yMCG1K7fj30xIx,Coming 2 America,Ludacris,37
5aC5KtkmNBfX1iFX4EVfCO,Decatur Psalm,OutKast,40
5Tc1KlDWyRnLLXL1y6ufsM,You Know What It Is (feat. Wyclef Jean),T.I.,45
0x9HPHvbIAySJlZU00cmNp,Crept and We Came,Bone Thugs-N-Harmony,43
5TpaWJKnuyA4MjzAbFXSTQ,Damn! - Club Mix,Youngbloodz,50
4mm8a4NFLKVzciUJkCPWrL,War Wounds,Master P,30
3iujdhEEObcf6u8NHz1nBo,Weezy Baby,Lil Wayne,39
7vgIM49wiRCUMxUR2DRs9O,Whatcha Know (featuring Big Gipp),Three 6 Mafia,28
3VGC6YgNzDNztxmo5osBAX,Constantly 'N Danger,C-Murder,22
24SxcZVgyzTkpJuV9m9gEr,Kisha,Lil Wayne,26
5SV9SnHkuHMh446QsgQtry,Number One Spot,Ludacris,48
4T4MW44Qmowo4qM3KwkVsU,A Milli,Lil Wayne,46
7kndgH8ivxIQ8PNDOrtAbW,"Contract (feat. 8 Ball, MJG)",8Ball,30
1y6e9wIOb6FBwH13erkDwO,Cereal Killer,Geto Boys,18
7r9rJH4Vb95JT3o8RMAyNI,This Is 4 My,Silkk The Shocker,11
0r4wOGAdRfCJyaognMP44R,In Da Club,Lil Jon & The East Side Boyz,30
0ARK753YaiJbpLUk7z5yIM,Dilemma,Nelly,77
3IRJnaxGHSnrCCnPhe3Y18,Oh No,Lil Wayne,41
08raaAH8Ayehvh1Cdd71jB,F--- The Ying Yang Twins,Ying Yang Twins,18
7irn6kVaWJuJDFAOzuBtp6,Take a Bump,Three 6 Mafia,27
1GmNuVDIivZS8Kr9VynY8h,"Soldiers, Riders, & G's",Master P,27
68M7UmepzR8MtBgY94IzYr,Fuckin With Me,Juvenile,19
2CnZmVfWHZiWv2PP1xpllp,"After Dollars, No Cents",Master P,27
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,71
20Cdp38JljkxhFe5J13Ra3,Look What I Got,T.I.,34
4SyadrABZJIjeND1HPJS31,Rollout (My Business),Ludacris,58
7lPWSar299hReGsKkZiheA,I Just Wanna Die,Geto Boys,21
5Y78yINSOCW6xbOfGWNBg4,Wait (The Whisper Song),Ying Yang Twins,59
3sXaTInkrXe5YEaa6ZYr1S,Snitch,Lil Wayne,34
2bZblXlJxpSvMuD1C4Q1FG,Hanh!,Ying Yang Twins,28
7nfGrjZf34FxqS0FWXM5B7,Wailin',OutKast,42
3tN1pfXv2SfSEWM5x46qAh,Gangsta B,Master P,21
4xaHjQrA5nAeqmy15AgLPT,Remember Me,Lil Wayne,22
1bkFXA5iQCsBVh2toczCMK,Throw Yo Hood Up,Silkk The Shocker,20
6o2g1BJvtYQssH84kBYs7y,Back That Azz Up,Juvenile,65
1JFeSnxZ4czyxIaXMyecyq,Handle the Vibe,Bone Thugs-N-Harmony,39
69ZZXDvtaftXr1vQULoYqB,Screwed Up,Ludacris,34
7CrY10h4ESBscDFjv8ug6f,Play Wit Pussy,Mia X,10
7laHFXyvmclFYqn6sNnVOh,I Got That Fire,Juvenile,30
3GApO5GOxyRdMkrGLUhXeO,Eternity,Master P,28
7EHuEc9jaRJIH22ffHRcRe,Mama Always Told Me,Silkk The Shocker,24
60jhH0IOUgycrEJbK7zP1s,Southern Fried Intro,Ludacris,32
1EapUQK4oy1idLop5yV3U3,One Night Stand,Lil Jon & The East Side Boyz,39
50KgeE96cK0y19DIwU0nLO,Im Not a Gentleman,Geto Boys,27
32PWtlzKyvr3HcvJp1JFF5,Mamacita,OutKast,40
0x6p8igMmoAmVcny8uyVbk,Greed Hate Envy,Nelly,38
0rn92yznjf3Sh1agbjCV4f,Guerrilla,Juvenile,21
3fN3OQIymbXfYkCWIAycqo,Georgia Dome (Get Low Sequel),Ying Yang Twins,34
24UpRW1KQyKGv34jLryUN7,Somebody Like Me,Silkk The Shocker,25
5LIuqOmzAiP0RfnwyUPHCu,Duck & Run,C-Murder,20
57bIFs9ipfzIHMZYl24OXD,The Heat,Lil Wayne,34
5yTQ7Vy6EwKwB64Vho90LI,West Savannah,OutKast,44
27LvxLKUfzL6b6WMdOQAVU,"No Shorts, No Losses",Bone Thugs-N-Harmony,38
3KHLmEOyPeJTa5jsNHvAgw,You & Me,Mia X,8
1B4hll6yjAfMO9I30gGZO7,Put Your Money,Ludacris,36
6NUga6kum23a1B0CP81huS,Picture Me,C-Murder,23
0EvsLFtgq2ToSaH8UXmPK0,It Ain't My Fault,Silkk The Shocker,40
7e7YCETIA8xoF9IlWR64Xz,Fuck Tha World,Lil Wayne,34
1TpZwINMh0YEKTuvYHG300,Numb Numb,Juvenile,32
2vmmeHTUtm2seLNMvO7YPs,You Ain't Gotta Lie To Kick It,Silkk The Shocker,18
5gwU5Z10pA1IKUGSsCBDR5,She Said,Ludacris,33
1Jvfg9VNWyDRmA2S3DGsSK,Bring It On,Mia X,14
1pN0fH6xi8PP8c2R5H8pVT,Respect Us,Lil Wayne,22
0CAJdthKDdRjB2h8YOguN6,What You Know,T.I.,63
1myUmsHZJT8zr0PsgkfntS,Armageddon,Ying Yang Twins,18
0rceuwdoOmzDr90MuN1vxz,Tho Dem Wraps,Nelly,35
26M5PTa2xl6NSwm7D3CONp,Hit a Muthafucka,Three 6 Mafia,28
0TyJN9PfBK7lecIiMbjWWH,What They Do (feat. BG),T.I.,32
6pcCOKRhqzGmqHngGQVUKZ,Stop Hatin,Master P,31
1zuFmAYoY5ZOPRRIxcakUa,Whatcha Wanna Do,Mia X,21
0I7EJmk6S47mpVh73dB02r,1st & 10 (Featuring Infamous 2-0 & Fate Wilson),Ludacris,26
53v6w87pm4hVFwC7GlT2JI,Holiday,Rockie Fresh,48
0M9mH33xccGM4ITZIGwX2H,Need Somebody To Talk To,Sexton,42
5QXQy0f2q8wJNpPwJtjifx,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",DJ Snake,80
28rT6KZftud6P93LetVrPD,Barbie Doll,THE TRASH MERMAIDS,41
5g6Hb3izCstZQOSOdjSn1o,Where the Moon Hides,GARZA,44
6nYonr9Dh3CoNxtLBwv8N0,40 Bandz,Ducko McFli,45
0khWxmAK6bqjIBygLX2XOD,Forever Scarred,FG Famous,40
7elVjOsjavNKmAMZOT89Od,Sweet Sweet,Taliwhoah,49
1keGYGPALaVsqTGfOAjy6Y,I'm Winnin',Hunidrack6,37
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,81
0YJrARfGtHicUWxVgr4CKF,Thraa,Doje,42
6uOv0px1MsNt6ejd6Plc6B,Blue,Dolo Tonight,47
4Gcv5SsxnQWpmOnUI19EJk,All You Need To Know (feat. Calle Lehmann),Gryffin,76
0koUxbhFiJ6MusLzYV0CQX,50,Mudd Bughatti,28
7xB45O6AdDBcpsrAaYiRuj,Glocks & Drums,Lil Mexico,45
0PIYzFAmlxAy0NontCSrzg,Cudos,Breadwinna Gdawg,38
3v8QqKguRLsoL93Xpi0feB,Waiting On A Better Day,Sexton,37
4X8VcTcBTBFUU8ucu0pBGS,WORDS,Deanna Brooke,40
2B4WMojjlOZ9taxVw8MkMg,TALK,Ella Collier,38
32Kmk71OPA0laee858aZoV,Love Da Way,JonEcks,37
6e9biVAugkOfydEN8OiJpi,Pose (feat. Lil Uzi Vert),Yo Gotti,68
1Tk4KVBLxD8CMAy6vJoDF3,Pookie (feat. Lil Pump) - Remix,Aya Nakamura,66
0qk9b7oyVmgVVG0P2shD0o,Behind Me,Lil Bike,35
44vw9JyAvl32lVEEyHN5xw,Baguettes (feat. Gunna),Smokepurpp,53
2xIcZCsRG47gRJLTXENYPn,Once Again,Quality Control,51
2IlL3qHdBURCke78uEdGnM,CHECK,Kennedy Stephens,49
0S9WfKtYCBk3OkJ5SNrKQM,Year of the Update,Swim.,35
1kzCW1BcPju60Af3H3x3pA,Yung World,YunginReckless,36
3NqBqTUzf0JJD8hdh2vKEQ,Winnie Tha Pxxh,Gxx,37
1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),Young Thug,81
0wKro5Y12zpbXFaIBo9AVx,Pink Lemonade,Dolo Tonight,41
0W1ZfgXpC23RYQPDq7RM5I,"Pink Toes (Offset, DaBaby feat. Gunna)",Quality Control,70
77D5OIsNqMQcFLIhKOPZuq,I Bleed Stars,All Fires,38
2zjGJ0dChMR0KxBZS15aqo,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,82
2j7mcsEz4n5XxMMqqjjB6p,100 Shooters (feat. Meek Mill),Future,69
24p4TAI0wH4PMd0vv1OstQ,Too High,Dolo Tonight,33
0CtkjgZpkgnW7U6WmHsakD,It's Like That,Run–D.M.C.,61
6ltPEsP4edATzvinHOzvk2,Still D.R.E.,Dr. Dre,18
3jagJCUbdqhDSPuxP8cAqF,Work It,Missy Elliott,70
5qTvkDrSfvwDv6RBjjcfQr,Get Busy,Sean Paul,71
7I4zJamsReVjDMmx8GkH5r,Kingdom Come,Demi Lovato,1
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71
4LmzPJDil70LpiApWfOI6O,Milkshake,Kelis,55
0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,Rihanna,75
2JI71GHwq2LN8mtq3iCLYo,CoCo,O.T. Genasis,64
0YtPUj1uKaCccyr4ubrX3K,Glow Up,Meek Mill,35
7ouItOD31hjhdOYeIBcQaR,The Water Dance (feat. Pitbull),Chris Porter,44
5s6YxDJaHIz08u1Wj0KGnZ,Mek It Bunx Up,DeeWunn,52
0qof4XKrb3VLXVXnkvsTmg,Lay Up,Future,0
4H4aA1Cg69dB46GWkK74mx,Swine,Lady Gaga,1
6QicTxeiSaRkPnkGDUvYOs,Pretty Girls,Britney Spears,59
2MNKg80wokPjnpRxA80AYY,Dark Horse feat. Juicy J (Originally Performed By Katy Perry) [Karaoke Version],Paris Music,3
0jG92AlXau21qgCQRxGLic,One Minute Man (feat. Ludacris),Missy Elliott,56
