house_id,SquareFeet,Bedrooms,Bathrooms
house-13686,1132,3,3
house-13687,2606,2,1
house-13688,1082,3,3
house-13689,1056,4,2
house-13690,1375,3,1
house-13691,1348,5,3
house-13692,1270,5,2
house-13693,2506,2,2
house-13694,1110,4,2
house-13695,1868,5,3
house-13696,1886,4,1
house-13697,1075,3,1
house-13698,2181,2,2
house-13699,2555,2,1
house-13700,2956,3,1
house-13701,2666,5,1
house-13702,1328,4,1
house-13703,1121,4,3
house-13704,1040,4,1
house-13705,2190,5,1
house-13706,1921,3,3
house-13707,1641,4,1
house-13708,2046,5,1
house-13709,1278,4,1
house-13710,1762,5,2
house-13711,1468,3,3
house-13712,2423,4,1
house-13713,1008,3,3
house-13714,1012,2,3
house-13715,1923,5,1
house-13716,1922,2,3
house-13717,2842,3,2
house-13718,2855,3,3
house-13719,2075,3,1
house-13720,2232,4,1
house-13721,2573,4,2
house-13722,2635,3,1
house-13723,2728,3,2
house-13724,2425,4,3
house-13725,2214,4,3
house-13726,2074,5,3
house-13727,2416,3,1
house-13728,1652,4,1
house-13729,2703,4,2
house-13730,2846,2,3
house-13731,1620,3,2
house-13732,2742,3,2
house-13733,2962,4,1
house-13734,2323,2,3
house-13735,2645,5,2
house-13736,1195,3,3
house-13737,1416,5,1
house-13738,1663,3,3
house-13739,2443,4,2
house-13740,2778,5,2
house-13741,2663,3,3
house-13742,2640,5,3
house-13743,2545,4,3
house-13744,2379,2,2
house-13745,1147,2,2
house-13746,2000,5,2
house-13747,2388,5,3
house-13748,1363,5,2
house-13749,2994,3,3
house-13750,2675,4,2
house-13751,2725,5,2
house-13752,1401,2,3
house-13753,1605,3,1
house-13754,2515,5,2
house-13755,1228,3,1
house-13756,2598,5,2
house-13757,2875,5,2
house-13758,1536,3,2
house-13759,1267,4,3
house-13760,2428,4,2
house-13761,2816,2,1
house-13762,2034,4,2
house-13763,2343,4,2
house-13764,2736,3,2
house-13765,1125,3,3
house-13766,1305,2,3
house-13767,2725,5,1
house-13768,2534,3,3
house-13769,2112,3,2
house-13770,2378,3,3
house-13771,1627,4,3
house-13772,2375,3,2
house-13773,1688,2,2
house-13774,2037,2,3
house-13775,2280,3,2
house-13776,2232,5,3
house-13777,1280,3,3
house-13778,1442,2,2
house-13779,2863,5,1
house-13780,1836,4,3
house-13781,1388,3,1
house-13782,1616,2,1
house-13783,2506,4,3
house-13784,1146,2,3
house-13785,2302,4,2
house-13786,1520,2,2
house-13787,1629,2,1
house-13788,2629,4,1
house-13789,1433,3,3
house-13790,1143,2,3
house-13791,1288,5,2
house-13792,2409,3,3
house-13793,1013,5,3
house-13794,1256,2,1
house-13795,2369,4,3
house-13796,2721,3,1
house-13797,2368,4,1
house-13798,2423,4,2
house-13799,2230,5,2
house-13800,1857,5,1
house-13801,1942,3,3
house-13802,2195,3,3
house-13803,1463,3,3
house-13804,1269,5,1
house-13805,2244,5,2
house-13806,2175,4,3
house-13807,1622,4,1
house-13808,2206,4,2
house-13809,2422,3,3
house-13810,2874,2,1
house-13811,1071,5,1
house-13812,2441,3,2
house-13813,2921,5,2
house-13814,2306,2,3
house-13815,1073,5,2
house-13816,1354,5,1
house-13817,2750,5,3
house-13818,1496,4,1
house-13819,2351,2,1
house-13820,1987,3,1
house-13821,2558,3,1
house-13822,1579,3,3
house-13823,1909,2,1
house-13824,2470,5,2
house-13825,1372,3,1
house-13826,1361,2,1
house-13827,1092,4,3
house-13828,2344,2,3
house-13829,1323,4,3
house-13830,1383,2,2
house-13831,1574,4,1
house-13832,1735,3,1
house-13833,1736,2,2
house-13834,2904,4,2
house-13835,1345,5,3
house-13836,2872,3,2
house-13837,2126,3,2
house-13838,2238,4,3
house-13839,2215,4,2
house-13840,2695,2,3
house-13841,2907,4,1
house-13842,1718,4,3
house-13843,1780,5,2
house-13844,2019,3,2
house-13845,2217,4,3
house-13846,2403,4,2
house-13847,2426,5,1
house-13848,1663,4,3
house-13849,2772,5,3
house-13850,1599,3,2
house-13851,1010,3,2
house-13852,1186,5,2
house-13853,1725,5,3
house-13854,2038,3,3
house-13855,1777,3,2
house-13856,2320,5,3
house-13857,1410,2,1
house-13858,1955,3,2
house-13859,1584,3,3
house-13860,2075,5,1
house-13861,2663,5,2
house-13862,2051,5,3
house-13863,1576,2,2
house-13864,2040,5,2
house-13865,2374,2,2
house-13866,2451,5,3
house-13867,2673,5,1
house-13868,2854,2,1
house-13869,2252,4,2
house-13870,2789,3,3
house-13871,1988,5,3
house-13872,2233,4,3
house-13873,2454,2,1
house-13874,2317,5,3
house-13875,1742,2,2
house-13876,2776,2,3
house-13877,2605,2,1
house-13878,2127,4,1
house-13879,1203,2,1
house-13880,2076,3,1
house-13881,1973,5,3
house-13882,1939,5,3
house-13883,2398,3,1
house-13884,2865,5,3
house-13885,2077,3,2
house-13886,2299,4,1
house-13887,2358,2,1
house-13888,2054,4,3
house-13889,2158,3,2
house-13890,2081,2,1
house-13891,1104,4,2
house-13892,2289,2,1
house-13893,2545,2,3
house-13894,2519,4,1
house-13895,1252,5,3
house-13896,1294,3,2
house-13897,1667,4,3
house-13898,2181,4,3
house-13899,1548,5,1
house-13900,1630,3,1
house-13901,2090,4,2
house-13902,2777,2,2
house-13903,1298,3,2
house-13904,2486,5,3
house-13905,2748,4,3
house-13906,2843,2,1
house-13907,1100,3,2
house-13908,2079,4,1
house-13909,1331,3,1
house-13910,1835,2,3
house-13911,2774,2,1
house-13912,1392,3,3
house-13913,2766,2,1
house-13914,1873,2,2
house-13915,1380,3,2
house-13916,1091,3,1
house-13917,2814,5,1
house-13918,1446,4,2
house-13919,1108,5,2
house-13920,1316,5,3
house-13921,2191,5,2
house-13922,2835,5,3
house-13923,2943,4,2
house-13924,2458,3,1
house-13925,1441,2,1
house-13926,1217,2,2
house-13927,2245,3,1
house-13928,1672,3,3
house-13929,2551,3,3
house-13930,1277,2,3
house-13931,2008,5,2
house-13932,1568,5,3
house-13933,2597,5,1
house-13934,2009,4,3
house-13935,1874,5,2
house-13936,1465,4,3
house-13937,1838,2,1
house-13938,1753,4,1
house-13939,2625,3,2
house-13940,2607,3,3
house-13941,1837,2,1
house-13942,1029,5,2
house-13943,1358,2,2
house-13944,2942,3,2
house-13945,2311,5,2
house-13946,1085,3,2
house-13947,2257,2,2
house-13948,1746,5,1
house-13949,1312,2,3
house-13950,1364,3,2
house-13951,2800,5,3
house-13952,2822,3,2
house-13953,2862,5,1
house-13954,1904,4,1
house-13955,2292,4,3
house-13956,1697,3,2
house-13957,1130,2,3
house-13958,1802,4,2
house-13959,1788,4,2
house-13960,2855,5,2
house-13961,1350,5,2
house-13962,1179,5,2
house-13963,2825,3,2
house-13964,2503,2,1
house-13965,2912,2,1
house-13966,2186,5,2
house-13967,2806,3,3
house-13968,2911,5,3
house-13969,2119,2,1
house-13970,1773,3,3
house-13971,1509,5,2
house-13972,1364,5,2
house-13973,1980,2,2
house-13974,1352,3,2
house-13975,1799,2,2
house-13976,2459,3,3
house-13977,2106,3,3
house-13978,2248,5,2
house-13979,1411,2,2
house-13980,1734,3,3
house-13981,1980,4,3
house-13982,1117,5,2
house-13983,1481,2,3
house-13984,1191,3,2
house-13985,1590,5,1
house-13986,1589,2,2
house-13987,1658,2,3
house-13988,1106,5,1
house-13989,1381,3,3
house-13990,1782,5,3
house-13991,1389,4,3
house-13992,1243,5,1
house-13993,1584,2,2
house-13994,1868,4,1
house-13995,1467,4,1
house-13996,1865,3,1
house-13997,1933,5,1
house-13998,2561,3,1
house-13999,2233,5,2
house-14000,1603,2,2
house-14001,2660,3,3
house-14002,2014,2,3
house-14003,2970,2,3
house-14004,2096,4,3
house-14005,2658,3,2
house-14006,2332,5,3
house-14007,2719,3,2
house-14008,2722,2,3
house-14009,2733,4,1
house-14010,2613,3,2
house-14011,1859,4,2
house-14012,2209,4,3
house-14013,2879,2,3
house-14014,2276,3,1
house-14015,1012,3,1
house-14016,1298,3,2
house-14017,2099,4,3
house-14018,2074,5,2
house-14019,1786,3,3
house-14020,1148,2,2
house-14021,2754,4,2
house-14022,1121,5,3
house-14023,2234,3,3
house-14024,2303,5,1
house-14025,1537,4,3
house-14026,2708,5,2
house-14027,2179,4,3
house-14028,2261,5,3
house-14029,1375,5,1
house-14030,1081,4,3
house-14031,1491,5,1
house-14032,1355,2,1
house-14033,1924,3,2
house-14034,2296,5,2
house-14035,2603,5,2
house-14036,2067,5,3
house-14037,2004,3,3
house-14038,2596,4,2
house-14039,1122,3,3
house-14040,2372,5,1
house-14041,1707,4,2
house-14042,1329,5,3
house-14043,2432,4,3
house-14044,1990,5,1
house-14045,1322,5,2
house-14046,2134,4,2
house-14047,1769,2,3
house-14048,2112,3,2
house-14049,1432,4,1
house-14050,1709,3,2
house-14051,1793,2,1
house-14052,1711,2,3
house-14053,2122,4,1
house-14054,1538,2,3
house-14055,1600,2,3
house-14056,2169,5,1
house-14057,2717,5,1
house-14058,1256,2,1
house-14059,2212,5,3
house-14060,2263,2,2
house-14061,1870,5,3
house-14062,1898,2,1
house-14063,2526,2,3
house-14064,2731,3,1
house-14065,1808,2,1
house-14066,1676,3,2
house-14067,2842,4,3
house-14068,1270,2,1
house-14069,2543,2,3
house-14070,1549,3,2
house-14071,2137,2,1
house-14072,2362,5,1
house-14073,1567,3,3
house-14074,2966,3,3
house-14075,1985,5,3
house-14076,1358,2,2
house-14077,2673,4,2
house-14078,2637,4,1
house-14079,2357,4,3
house-14080,2712,3,2
house-14081,2192,3,3
house-14082,2362,5,3
house-14083,1797,2,2
house-14084,2284,5,3
house-14085,1886,3,1
house-14086,2758,4,1
house-14087,2222,2,3
house-14088,1210,4,2
house-14089,1286,2,3
house-14090,2715,4,1
house-14091,2785,2,3
house-14092,1742,4,2
house-14093,2495,5,2
house-14094,2505,3,2
house-14095,2046,5,2
house-14096,2583,4,1
house-14097,2132,2,3
house-14098,1295,5,1
house-14099,1005,4,2
house-14100,1549,3,3
house-14101,1680,2,3
house-14102,2891,5,2
house-14103,1794,3,3
house-14104,1202,4,2
house-14105,1324,2,3
house-14106,1824,4,2
house-14107,2808,2,1
house-14108,1243,3,3
house-14109,1326,3,1
house-14110,1986,3,1
house-14111,2070,5,1
house-14112,1760,5,1
house-14113,2614,5,1
house-14114,2645,4,3
house-14115,2036,5,3
house-14116,1906,2,3
house-14117,2403,3,1
house-14118,1364,4,2
house-14119,2625,4,2
house-14120,2365,5,3
house-14121,2883,2,1
house-14122,2815,3,3
house-14123,2244,4,1
house-14124,1072,3,2
house-14125,2769,2,2
house-14126,2795,3,1
house-14127,2648,5,2
house-14128,2069,3,1
house-14129,2527,4,3
house-14130,1273,5,1
house-14131,2578,5,1
house-14132,1207,5,2
house-14133,2952,5,1
house-14134,2884,4,2
house-14135,2638,2,1
house-14136,1123,2,2
house-14137,2033,5,1
house-14138,2352,2,1
house-14139,2210,4,1
house-14140,1542,2,1
house-14141,2691,2,3
house-14142,1059,4,3
house-14143,2784,2,2
house-14144,1898,5,3
house-14145,1885,5,3
house-14146,2974,4,2
house-14147,1781,5,3
house-14148,1441,5,2
house-14149,2240,5,3
house-14150,1910,5,2
house-14151,2025,5,2
house-14152,2559,2,3
house-14153,2741,4,2
house-14154,1831,3,1
house-14155,2007,4,3
house-14156,2734,4,1
house-14157,2379,4,3
house-14158,1625,2,3
house-14159,2815,4,2
house-14160,2690,4,2
house-14161,2188,2,2
house-14162,1997,5,3
house-14163,1733,3,2
house-14164,1090,5,1
house-14165,1166,4,1
house-14166,1958,5,3
house-14167,1206,2,3
house-14168,2305,3,2
house-14169,2088,5,1
house-14170,2911,4,2
house-14171,1515,3,2
house-14172,2180,4,2
house-14173,2784,5,2
house-14174,2792,5,1
house-14175,1746,4,2
house-14176,1305,3,1
house-14177,2901,3,1
house-14178,1394,3,3
house-14179,2097,5,2
house-14180,1186,5,3
house-14181,2597,4,3
house-14182,2360,4,3
house-14183,2699,2,1
house-14184,2591,2,2
house-14185,1622,2,3
house-14186,1729,4,1
house-14187,1239,3,3
house-14188,1532,2,1
house-14189,1140,4,1
house-14190,2288,5,1
house-14191,1138,3,1
house-14192,1458,2,2
house-14193,1069,5,1
house-14194,1384,3,3
house-14195,1629,3,2
house-14196,1197,5,3
house-14197,1204,2,2
house-14198,2749,2,3
house-14199,1567,5,3
house-14200,2822,5,1
house-14201,1981,5,3
house-14202,1804,4,2
house-14203,2710,3,3
house-14204,1858,2,1
house-14205,1881,2,1
house-14206,1973,5,2
house-14207,1639,3,3
house-14208,2454,5,1
house-14209,2913,3,2
house-14210,1324,5,2
house-14211,1441,5,1
house-14212,1803,3,2
house-14213,1287,2,3
house-14214,1225,2,3
house-14215,2087,4,3
house-14216,1966,3,2
house-14217,1937,2,2
house-14218,1559,2,3
house-14219,1713,3,3
house-14220,1497,2,1
house-14221,1848,3,3
house-14222,1925,2,2
house-14223,2940,5,1
house-14224,1059,3,2
house-14225,2420,3,2
house-14226,1256,2,3
house-14227,1576,3,1
house-14228,1238,4,2
house-14229,2824,4,2
house-14230,1037,3,3
house-14231,1024,4,2
house-14232,1409,2,2
house-14233,1460,2,3
house-14234,2594,3,3
house-14235,1987,2,3
house-14236,2440,2,2
house-14237,1356,4,1
house-14238,1382,2,2
house-14239,2832,2,1
house-14240,2181,4,2
house-14241,1568,5,2
house-14242,2456,3,1
house-14243,2071,3,2
house-14244,2351,5,2
house-14245,1432,4,2
house-14246,2454,4,2
house-14247,1055,2,2
house-14248,1576,2,1
house-14249,1267,3,2
house-14250,1068,3,1
house-14251,2751,4,2
house-14252,1901,2,3
house-14253,2624,4,2
house-14254,2472,5,3
house-14255,1792,3,1
house-14256,1256,3,2
house-14257,1671,4,3
house-14258,1489,2,3
house-14259,1745,2,3
house-14260,2666,5,2
house-14261,1048,5,2
house-14262,2682,5,3
house-14263,1315,4,1
house-14264,1412,3,3
house-14265,1433,4,1
house-14266,2025,4,2
house-14267,2864,2,2
house-14268,2975,5,2
house-14269,2168,3,1
house-14270,2979,5,2
house-14271,2389,5,3
house-14272,1419,5,3
house-14273,2596,3,3
house-14274,2808,2,2
house-14275,2584,3,3
house-14276,1843,3,1
house-14277,2467,2,1
house-14278,1915,3,1
house-14279,1433,3,1
house-14280,1642,4,3
house-14281,2578,3,1
house-14282,1056,4,3
house-14283,2585,4,2
house-14284,1963,4,3
house-14285,1976,5,3
house-14286,2201,2,3
house-14287,2316,5,3
house-14288,1045,2,2
house-14289,2193,3,3
house-14290,2294,4,1
house-14291,1416,5,3
house-14292,1847,3,2
house-14293,1138,5,1
house-14294,1246,3,1
house-14295,2171,5,2
house-14296,1229,3,3
house-14297,1791,3,3
house-14298,1636,5,3
house-14299,2727,3,2
house-14300,1373,4,2
house-14301,2103,4,1
house-14302,2629,4,3
house-14303,1737,4,3
house-14304,2088,2,2
house-14305,1087,5,2
house-14306,2111,4,1
house-14307,1712,4,3
house-14308,2749,4,1
house-14309,2227,2,1
house-14310,2936,5,2
house-14311,2405,3,3
house-14312,1600,2,1
house-14313,2499,4,3
house-14314,2596,4,2
house-14315,2806,2,1
house-14316,2629,5,3
house-14317,2842,5,3
house-14318,1538,3,3
house-14319,1213,2,2
house-14320,1073,5,1
house-14321,1060,2,1
house-14322,1697,5,3
house-14323,2566,5,1
house-14324,2242,4,2
house-14325,1011,5,3
house-14326,1813,5,3
house-14327,2438,2,2
house-14328,1031,5,3
house-14329,2183,5,1
house-14330,2000,2,1
house-14331,1236,5,2
house-14332,2762,2,2
house-14333,2204,2,1
house-14334,2852,2,3
house-14335,1557,2,2
house-14336,2364,4,1
house-14337,2481,4,1
house-14338,2103,4,2
house-14339,1646,4,3
house-14340,2795,2,1
house-14341,1986,2,3
house-14342,1819,2,1
house-14343,2782,2,2
house-14344,1472,4,1
house-14345,2694,5,3
house-14346,2738,4,1
house-14347,1111,2,1
house-14348,2315,2,2
house-14349,2973,5,3
house-14350,2845,2,3
house-14351,2654,5,3
house-14352,1382,2,2
house-14353,1016,5,3
house-14354,1492,3,1
house-14355,2354,3,3
house-14356,1925,3,1
house-14357,2762,3,1
house-14358,2896,2,1
house-14359,2509,2,2
house-14360,2429,2,2
house-14361,1116,3,2
house-14362,2578,5,2
house-14363,1879,5,1
house-14364,1114,3,1
house-14365,2818,2,3
house-14366,2572,3,2
house-14367,1813,4,3
house-14368,2648,5,2
house-14369,2570,3,2
house-14370,1643,3,3
house-14371,2359,3,2
house-14372,1335,3,3
house-14373,1921,2,1
house-14374,2912,5,1
house-14375,2763,4,3
house-14376,1146,2,3
house-14377,1121,3,1
house-14378,1080,3,1
house-14379,1684,3,2
house-14380,2689,3,2
house-14381,1661,5,1
house-14382,1374,3,2
house-14383,2593,4,3
house-14384,1062,2,3
house-14385,1503,5,1
house-14386,1667,3,3
house-14387,1448,4,2
house-14388,2451,2,2
house-14389,1867,2,1
house-14390,2450,5,2
house-14391,2444,2,1
house-14392,2345,3,2
house-14393,2936,3,2
house-14394,1679,4,2
house-14395,2189,4,1
house-14396,2620,2,1
house-14397,2980,5,2
house-14398,2672,3,2
house-14399,1460,2,2
house-14400,1458,5,3
house-14401,2212,2,3
house-14402,1463,5,2
house-14403,1911,4,3
house-14404,1378,3,2
house-14405,2025,4,3
house-14406,2641,3,3
house-14407,1363,5,2
house-14408,1071,5,1
house-14409,2450,2,3
house-14410,1637,5,1
house-14411,2193,5,3
house-14412,2228,2,1
house-14413,2848,2,1
house-14414,1336,3,2
house-14415,2495,5,1
house-14416,1194,2,3
house-14417,2693,3,2
house-14418,2011,3,2
house-14419,1652,4,2
house-14420,2298,2,1
house-14421,1006,4,1
house-14422,1904,3,3
house-14423,1978,5,3
house-14424,1565,2,3
house-14425,1615,2,3
house-14426,2877,3,3
house-14427,2873,2,2
house-14428,1572,3,1
house-14429,1598,2,2
house-14430,1769,2,1
house-14431,2201,5,2
house-14432,1241,3,1
house-14433,2226,4,3
house-14434,2566,5,2
house-14435,2824,3,3
house-14436,2485,2,2
house-14437,2103,3,2
house-14438,2546,3,2
house-14439,2440,5,3
house-14440,1765,3,3
house-14441,1383,2,2
house-14442,1390,4,2
house-14443,1895,4,2
house-14444,2822,2,2
house-14445,1687,4,3
house-14446,2149,5,1
house-14447,2517,3,1
house-14448,1046,3,2
house-14449,2741,4,2
house-14450,2499,4,1
house-14451,2972,4,1
house-14452,1618,5,2
house-14453,1463,3,2
house-14454,2810,3,1
house-14455,2872,2,3
house-14456,1122,2,2
house-14457,2497,5,1
house-14458,1133,3,3
house-14459,2642,3,1
house-14460,2840,2,2
house-14461,1840,2,1
house-14462,2585,3,2
house-14463,1848,5,3
house-14464,1606,4,3
house-14465,2803,5,2
house-14466,1022,3,2
house-14467,1565,4,2
house-14468,2909,5,3
house-14469,1765,5,1
house-14470,1964,3,2
house-14471,1234,2,3
house-14472,1995,5,3
house-14473,2082,5,1
house-14474,2187,2,2
house-14475,2794,5,1
house-14476,1825,5,2
house-14477,1215,2,2
house-14478,2206,3,2
house-14479,2592,3,1
house-14480,1656,3,3
house-14481,1934,4,3
house-14482,2113,3,3
house-14483,2987,4,3
house-14484,1310,4,2
house-14485,1556,4,1
house-14486,1971,2,2
house-14487,1256,4,2
house-14488,1532,4,1
house-14489,2556,2,2
house-14490,1051,5,1
house-14491,2361,5,2
house-14492,2194,4,3
house-14493,2971,3,2
house-14494,2090,5,2
house-14495,2648,3,2
house-14496,1299,2,2
house-14497,1671,5,2
house-14498,1777,2,1
house-14499,1831,4,3
house-14500,1231,5,3
house-14501,1974,4,1
house-14502,2860,4,1
house-14503,2091,2,2
house-14504,2529,5,2
house-14505,1027,5,2
house-14506,2972,5,1
house-14507,2651,4,2
house-14508,2074,5,1
house-14509,2716,3,2
house-14510,2283,3,1
house-14511,1590,4,3
house-14512,1784,2,1
house-14513,1619,3,2
house-14514,2986,2,1
house-14515,1585,5,2
house-14516,2710,3,2
house-14517,2001,4,2
house-14518,1183,4,2
house-14519,2046,2,2
house-14520,2809,4,3
house-14521,1128,2,3
house-14522,1290,2,2
house-14523,2855,3,1
house-14524,1500,3,1
house-14525,1185,4,3
house-14526,1478,2,3
house-14527,2594,3,2
house-14528,1491,5,1
house-14529,1512,4,1
house-14530,2666,4,2
house-14531,2090,5,1
house-14532,2828,5,3
house-14533,1466,5,2
house-14534,1284,3,1
house-14535,1600,5,1
house-14536,2440,4,3
house-14537,2123,3,2
house-14538,1188,2,3
house-14539,1988,5,1
house-14540,1889,4,2
house-14541,2881,5,3
house-14542,1387,2,3
house-14543,1240,3,2
house-14544,2805,2,1
house-14545,2754,3,2
house-14546,1416,4,3
house-14547,2941,4,3
house-14548,1175,4,2
house-14549,1386,2,2
house-14550,2494,5,2
house-14551,1852,5,2
house-14552,2256,2,3
house-14553,1662,5,2
house-14554,1451,2,2
house-14555,1276,5,3
house-14556,2252,3,3
house-14557,2194,4,3
house-14558,2758,5,2
house-14559,1212,2,2
house-14560,2305,3,1
house-14561,1040,5,2
house-14562,2145,5,1
house-14563,2250,2,2
house-14564,1293,3,3
house-14565,1599,4,1
house-14566,2290,2,1
house-14567,1540,5,3
house-14568,2782,4,1
house-14569,2851,5,2
house-14570,1450,2,1
house-14571,2472,3,3
house-14572,2779,4,2
house-14573,2084,2,1
house-14574,2525,2,2
house-14575,2170,4,1
house-14576,2709,3,3
house-14577,2968,5,1
house-14578,1789,4,3
house-14579,1333,2,2
house-14580,2904,4,2
house-14581,2976,4,2
house-14582,1890,3,1
house-14583,2165,3,3
house-14584,1043,5,1
house-14585,1143,4,3
house-14586,2888,3,3
house-14587,1332,3,2
house-14588,1997,2,3
house-14589,2520,3,1
house-14590,2419,4,2
house-14591,1054,4,3
house-14592,2330,2,1
house-14593,1869,2,1
house-14594,2446,2,2
house-14595,2440,4,3
house-14596,2696,4,3
house-14597,1796,5,2
house-14598,1324,3,2
house-14599,2733,2,2
house-14600,2694,3,2
house-14601,1079,3,1
house-14602,2054,5,2
house-14603,1984,4,3
house-14604,2135,3,3
house-14605,1557,2,3
house-14606,1864,2,1
house-14607,1716,4,3
house-14608,2587,4,1
house-14609,2673,4,3
house-14610,1471,2,2
house-14611,1073,4,1
house-14612,2576,5,1
house-14613,2502,5,1
house-14614,1588,2,3
house-14615,2410,5,2
house-14616,2722,3,3
house-14617,2905,4,1
house-14618,1563,5,2
house-14619,2953,4,1
house-14620,2456,5,1
house-14621,2435,4,3
house-14622,1466,2,3
house-14623,1598,3,2
house-14624,2644,4,3
house-14625,1991,3,3
house-14626,2932,4,3
house-14627,1736,2,1
house-14628,1993,3,1
house-14629,1247,5,3
house-14630,2604,3,1
house-14631,2143,4,3
house-14632,1066,3,2
house-14633,1572,2,3
house-14634,2979,3,2
house-14635,2350,3,3
house-14636,2943,3,2
house-14637,1702,5,1
house-14638,1469,3,3
house-14639,1492,4,2
house-14640,2724,4,2
house-14641,1662,3,1
house-14642,1285,3,2
house-14643,2979,5,3
house-14644,2937,2,2
house-14645,2631,4,2
house-14646,1311,5,2
house-14647,1308,4,1
house-14648,1774,4,1
house-14649,2120,3,1
house-14650,1964,4,2
house-14651,2136,2,1
house-14652,2660,2,1
house-14653,1455,2,3
house-14654,2486,5,2
house-14655,2971,2,1
house-14656,1131,2,3
house-14657,1929,4,3
house-14658,1964,5,2
house-14659,1928,3,2
house-14660,1120,5,3
house-14661,2220,5,2
house-14662,2829,3,3
house-14663,2505,3,1
house-14664,1633,3,2
house-14665,2817,4,1
house-14666,1896,4,2
house-14667,1771,4,3
house-14668,2062,2,1
house-14669,1565,3,3
house-14670,1511,4,3
house-14671,2497,4,3
house-14672,2184,5,2
house-14673,1288,4,2
house-14674,1199,3,3
house-14675,2811,3,3
house-14676,1527,2,2
house-14677,1916,2,1
house-14678,2708,5,2
house-14679,2526,2,2
house-14680,2271,3,2
house-14681,2406,2,1
house-14682,2241,2,2
house-14683,2110,4,2
house-14684,2105,3,1
house-14685,2085,5,2
house-14686,1798,2,3
house-14687,2523,2,1
house-14688,2065,5,2
house-14689,1011,5,3
house-14690,1832,3,3
house-14691,2769,5,1
house-14692,1840,2,1
house-14693,1642,3,2
house-14694,2138,3,1
house-14695,2241,5,2
house-14696,2672,3,3
house-14697,1105,2,3
house-14698,1690,2,2
house-14699,1527,2,1
house-14700,2495,3,2
house-14701,2777,5,2
house-14702,1845,2,1
house-14703,1892,4,2
house-14704,1386,5,1
house-14705,2249,3,1
house-14706,1480,2,3
house-14707,2777,3,3
house-14708,1407,2,1
house-14709,2480,3,1
house-14710,2676,4,1
house-14711,1897,3,1
house-14712,1710,3,2
house-14713,2647,3,1
house-14714,1638,2,3
house-14715,2044,5,1
house-14716,2682,3,3
house-14717,2624,5,1
house-14718,1814,2,2
house-14719,1917,3,2
house-14720,1202,2,1
house-14721,1416,5,3
house-14722,1415,2,2
house-14723,2471,2,3
house-14724,2535,5,3
house-14725,1084,2,2
house-14726,1166,5,1
house-14727,1383,5,3
house-14728,1467,3,3
house-14729,2095,3,1
house-14730,1809,2,1
house-14731,1996,2,2
house-14732,2544,2,2
house-14733,2816,4,1
house-14734,1472,4,1
house-14735,1992,3,3
house-14736,2281,5,1
house-14737,1274,4,3
house-14738,2773,4,2
house-14739,2043,5,2
house-14740,2513,2,3
house-14741,2768,2,2
house-14742,1489,4,3
house-14743,2756,4,3
house-14744,1325,5,3
house-14745,1528,5,1
house-14746,1891,4,2
house-14747,1088,5,2
house-14748,1485,2,3
house-14749,1707,3,1
house-14750,1349,4,2
house-14751,2107,3,1
house-14752,1386,5,2
house-14753,1086,3,3
house-14754,1306,4,2
house-14755,2873,5,1
house-14756,2177,3,3
house-14757,1439,2,1
house-14758,1739,4,2
house-14759,2983,4,2
house-14760,1263,4,3
house-14761,1976,4,3
house-14762,1734,5,1
house-14763,1420,2,3
house-14764,1492,2,1
house-14765,1632,3,3
house-14766,1992,4,2
house-14767,1410,4,1
house-14768,1172,3,2
house-14769,1003,5,2
house-14770,1853,2,1
house-14771,2663,4,3
house-14772,1985,3,1
house-14773,2495,2,2
house-14774,2133,3,2
house-14775,2890,3,2
house-14776,2060,5,2
house-14777,1582,2,1
house-14778,2824,4,1
house-14779,2054,2,1
house-14780,2974,5,1
house-14781,1380,4,2
house-14782,2291,2,3
house-14783,2034,5,1
house-14784,1343,4,2
house-14785,2863,4,1
house-14786,2567,3,2
house-14787,2592,3,3
house-14788,1165,5,3
house-14789,1699,4,1
house-14790,1341,2,3
house-14791,2505,4,2
house-14792,2042,5,2
house-14793,2651,2,1
house-14794,1979,4,3
house-14795,2207,2,3
house-14796,2805,3,2
house-14797,1544,2,2
house-14798,2033,3,2
house-14799,2615,2,2
house-14800,1191,3,3
house-14801,1319,5,1
house-14802,2725,2,3
house-14803,1579,4,3
house-14804,1474,5,2
house-14805,2883,5,2
house-14806,1636,2,2
house-14807,1426,5,1
house-14808,2871,3,1
house-14809,2082,3,2
house-14810,2459,2,2
house-14811,1096,5,3
house-14812,1495,4,3
house-14813,2810,2,3
house-14814,1660,2,2
house-14815,2301,5,3
house-14816,2288,3,1
house-14817,1008,5,3
house-14818,1456,4,1
house-14819,2818,4,3
house-14820,1272,4,1
house-14821,1939,4,2
house-14822,2836,2,1
house-14823,2031,4,3
house-14824,1207,4,2
house-14825,2937,4,2
house-14826,2660,5,2
house-14827,2146,3,1
house-14828,2056,3,2
house-14829,2536,3,3
house-14830,1203,4,2
house-14831,1517,5,3
house-14832,2832,2,2
house-14833,2974,5,1
house-14834,1516,2,2
house-14835,1442,5,3
house-14836,2615,3,3
house-14837,2809,3,2
house-14838,1688,4,1
house-14839,1849,3,2
house-14840,1832,3,1
house-14841,1338,3,3
house-14842,2461,5,3
house-14843,2468,3,2
house-14844,2159,2,1
house-14845,1386,4,3
house-14846,2048,5,1
house-14847,1505,2,2
house-14848,2348,5,1
house-14849,2718,3,1
