house_id,Neighborhood,YearBuilt,Price
house-26380,Rural,1957,200652.77897584837
house-43384,Urban,1993,253445.56815252217
house-2866,Rural,2012,145706.5564279115
house-40575,Urban,1999,242543.79261763583
house-13913,Urban,1953,315245.67993375903
house-15670,Suburb,1955,263284.19287245686
house-18434,Urban,2001,258117.6059907204
house-20480,Rural,1959,113033.07243680429
house-32261,Urban,1995,95094.25627795947
house-40484,Suburb,2021,183300.79822819
house-49886,Urban,1958,192915.782575338
house-38999,Suburb,1970,378129.34272231336
house-38519,Urban,1988,254723.3762781863
house-9547,Rural,1993,357604.8148227808
house-21989,Suburb,1990,322934.221209714
house-4056,Rural,1986,214776.20734768963
house-16860,Rural,1951,297805.3634535049
house-30401,Urban,1980,188334.44096356063
house-18889,Rural,2020,184519.2317730476
house-32763,Rural,1999,196378.4750285309
house-20711,Suburb,1950,264742.2807032791
house-28058,Rural,1975,219262.8340301966
house-9440,Suburb,1957,132984.0523563523
house-30002,Rural,1997,245213.40877802268
house-40911,Rural,1958,331099.6175328095
house-6882,Rural,2020,253999.05765850216
house-49239,Urban,1977,250648.3703335449
house-24496,Rural,1998,239482.0528800807
house-37224,Urban,1989,327495.4012770237
house-11479,Rural,1998,194236.12243495992
house-23368,Rural,2019,113722.11363351544
house-49768,Urban,1950,210563.86900557324
house-35595,Urban,1971,216452.1862461862
house-9871,Rural,1983,230886.385457862
house-48745,Rural,1998,231986.71868293
house-38702,Rural,1985,346359.30572822376
house-38527,Suburb,2007,273043.44226684404
house-18012,Rural,1994,117440.35760570945
house-9909,Suburb,1954,238674.28738308055
house-23552,Rural,2018,218714.0799525994
house-39779,Rural,1966,352749.8956022301
house-45497,Urban,1963,160865.21300528973
house-27846,Suburb,2014,327110.82346048707
house-3964,Urban,2004,182711.0474720521
house-23312,Suburb,2003,285084.96765867627
house-38288,Suburb,1971,289886.748683341
house-33016,Rural,1983,240496.4643108138
house-43709,Urban,1960,233395.71545952247
house-17219,Urban,1996,327303.78982314863
house-13241,Rural,2014,24728.81821744563
house-7108,Suburb,1984,334626.861670347
house-31694,Urban,1992,263116.9640598869
house-18243,Urban,2000,176562.8058818738
house-8011,Rural,2008,214012.9742320125
house-32274,Urban,2001,273092.8588853385
house-756,Urban,1980,216085.781634223
house-26759,Rural,1953,271209.9057986413
house-14609,Rural,1969,234487.5111697729
house-44443,Suburb,1962,225689.798767681
house-1130,Urban,1964,108678.204213131
house-44807,Rural,1972,239972.3133683344
house-11659,Urban,2018,235061.8616718425
house-3916,Rural,2014,180417.3337336092
house-2498,Urban,1964,179193.84296339637
house-42281,Rural,1967,163639.70431604414
house-29690,Rural,1961,360405.19286546414
house-17259,Suburb,2017,62084.49720430569
house-14278,Urban,2017,164375.6678849393
house-31031,Rural,1967,261014.40447414824
house-6056,Rural,1999,310564.1227010903
house-8547,Urban,2011,260348.57418157585
house-34475,Rural,2013,174678.21940588343
house-24533,Suburb,1986,310318.535824273
house-11317,Urban,1968,224213.78793326888
house-42512,Urban,1969,155389.06219170897
house-7852,Urban,2009,275874.5236469845
house-42893,Suburb,1969,232664.7670582493
house-20815,Urban,1981,168799.39745009004
house-25986,Urban,1952,91227.10285157007
house-43139,Urban,1957,117751.46125184008
house-28028,Urban,2003,186700.6128492299
house-4269,Rural,1971,119260.33988517836
house-30121,Urban,1998,118929.21002639303
house-474,Rural,1952,304272.5427676434
house-17079,Suburb,2019,278449.39017870434
house-10188,Rural,2013,375486.3483923692
house-47307,Urban,2013,293525.63812311547
house-19690,Suburb,1968,217967.797270359
house-11924,Urban,1987,185858.9858346973
house-9486,Rural,1963,99828.0749544524
house-46372,Rural,1970,219877.98584343097
house-8162,Urban,1968,213681.4177687657
house-46283,Rural,1956,217032.53922698332
house-34265,Urban,1985,163603.25229788772
house-47379,Rural,1976,184869.9051392896
house-19794,Urban,2010,207752.85164601132
house-1354,Rural,1976,337327.046213647
house-32764,Suburb,1963,146165.69808345503
house-36723,Urban,1994,112827.4404481678
house-5823,Suburb,1987,208698.86758102244
house-41329,Rural,1970,262108.82109079743
house-19803,Suburb,1974,322670.0200200274
house-4317,Suburb,1970,113306.38398752308
house-2601,Urban,1994,58109.072340997256
house-21427,Urban,2006,284909.99052348867
house-43435,Urban,1984,147018.93545641456
house-12348,Suburb,1953,218513.07157495388
house-31442,Rural,1992,148608.93756367525
house-2993,Rural,1971,155740.5921345614
house-21358,Urban,2014,334220.43027972645
house-40592,Rural,1968,225754.9674565401
house-27052,Suburb,1953,232123.30716031135
house-33649,Urban,2017,241970.10503449533
house-33683,Rural,1953,226897.4184357197
house-11102,Suburb,2001,275187.51387372095
house-31722,Suburb,2018,213494.40478720184
house-6638,Rural,1975,293908.40498392144
house-16512,Urban,2015,183597.02888466345
house-42205,Urban,1956,180188.7652967093
house-40452,Suburb,1975,312595.79804283334
house-10380,Suburb,1988,200861.06481938067
house-37876,Suburb,2012,266816.1449217827
house-16784,Rural,2006,163422.33318399527
house-24538,Suburb,1987,150719.99417038943
house-20775,Rural,1951,88206.11043305151
house-13669,Rural,2021,336154.89658167755
house-41933,Urban,1978,277934.6592014311
house-20172,Suburb,1981,349841.3469400523
house-33843,Rural,2019,93703.70366048078
house-1684,Rural,1998,263757.36628301843
house-43898,Rural,1954,289290.87879116635
house-5363,Rural,1998,83633.29463903919
house-33098,Rural,2016,304254.619381937
house-3332,Urban,1983,71406.67027935387
house-39448,Rural,1989,337931.6757483835
house-15897,Urban,2011,220885.70920070287
house-4347,Suburb,1981,139822.30353877146
house-35924,Suburb,1970,260785.6657483576
house-32610,Suburb,1977,150400.5136176126
house-18312,Rural,1954,280790.77567946643
house-27333,Urban,1985,177308.60017610044
house-27794,Suburb,1960,237567.69075156408
house-8250,Rural,1959,71787.5242924578
house-43944,Rural,2011,141925.22338160005
house-4646,Suburb,1958,311093.6534337001
house-33910,Suburb,1992,186298.12416619775
house-24999,Urban,1965,341567.7296497204
house-16388,Urban,2019,302305.5187414457
house-36112,Rural,2009,53323.08067573099
house-29366,Suburb,1999,225726.08536205717
house-10980,Suburb,2021,348046.3272312073
house-26672,Suburb,1958,224896.22595286148
house-23612,Suburb,1965,225167.1323237035
house-5945,Rural,1992,262997.9040884299
house-46949,Rural,2000,422097.5915657915
house-34698,Rural,1995,305963.237695044
house-33231,Suburb,1956,290781.3354190559
house-17414,Rural,1968,310008.8197989171
house-42541,Rural,2012,252605.55298760955
house-28229,Rural,1984,89721.50819195842
house-6206,Urban,1970,301445.22985801595
house-40736,Urban,2012,96618.0473107872
house-33984,Urban,2012,323709.43457084574
house-47357,Suburb,1990,160790.1351250952
house-17651,Rural,2002,278388.60267710296
house-5774,Suburb,1953,142932.21861446157
house-12873,Suburb,1962,120897.0612936286
house-46118,Rural,2008,128767.483529829
house-48550,Urban,1965,224765.3841495282
house-28023,Rural,1966,277678.8865041014
house-40467,Suburb,1955,345633.6135393165
house-26875,Rural,1955,148009.22366127252
house-49438,Rural,1961,231003.41372822816
house-2726,Urban,1951,176489.89233471098
house-45813,Suburb,1976,318214.7618960366
house-40281,Suburb,1952,205679.34280792536
house-2442,Rural,1963,358045.8136733228
house-43163,Urban,1992,294878.6039611094
house-13441,Suburb,1966,177049.98613910112
house-35481,Rural,1970,203659.29725666103
house-31101,Suburb,2013,317292.55824400054
house-18550,Suburb,1958,288252.4244034207
house-2452,Rural,2009,236968.11674585365
house-5099,Rural,2003,86105.70702939913
house-3149,Urban,1980,185806.24854488
house-49810,Rural,1968,151410.3064520507
house-33290,Urban,1996,269537.9610307575
house-38678,Suburb,1959,217978.1835630421
house-23899,Rural,2001,179822.95378502482
house-2359,Rural,1988,147990.07510237943
house-16792,Rural,1965,376609.171030621
house-28037,Rural,1999,270602.7922201244
house-27844,Suburb,2017,191129.12075629787
house-16613,Rural,1985,303737.44647631655
house-38248,Urban,1957,224376.25672026176
house-4917,Urban,1964,261443.06596795475
house-22675,Rural,1998,184382.9012386529
house-27088,Urban,1986,344461.79164331337
house-35723,Suburb,1969,120149.51917657354
house-3407,Suburb,1955,321260.3541108544
house-10483,Suburb,1962,353906.22639194364
house-2247,Rural,2007,184921.67528339796
house-40445,Urban,1989,274071.0994259669
house-43092,Rural,1978,154527.6322641276
house-13288,Rural,2007,269284.26760843024
house-36180,Rural,2001,182606.1211470483
house-1824,Suburb,1977,157293.51094732882
house-44684,Urban,1985,180078.2537317671
house-39027,Rural,1983,297286.36595205404
house-40322,Urban,1990,290477.2645424494
house-48299,Suburb,1969,103262.64004894313
house-45670,Rural,1964,204280.5163792481
house-20048,Suburb,2004,273003.8011096186
house-40026,Urban,1960,154384.0789212267
house-42922,Rural,1968,234815.4702190589
house-2074,Urban,1989,273801.9027862496
house-25067,Urban,1987,336644.2447162476
house-18067,Urban,2012,169760.5640741658
house-22815,Urban,1974,204532.693680462
house-34718,Urban,1995,176045.32919212762
house-2666,Urban,1959,145493.73099018942
house-33329,Rural,1953,229477.75213618757
house-10510,Urban,2011,278799.29404193343
house-6163,Rural,1967,139281.0831379034
house-23391,Urban,1950,169506.4499823566
house-17298,Rural,1969,150511.8639728971
house-44640,Urban,1968,294817.5991840393
house-4455,Urban,1984,192838.1298401199
house-16985,Rural,1985,200530.8838930216
house-15552,Suburb,1988,250029.33320694027
house-8412,Urban,1992,119875.110433956
house-49468,Rural,1953,363761.5238006983
house-47870,Suburb,1998,196260.36025182676
house-19590,Suburb,2001,209350.08988706852
house-42985,Rural,2020,242287.04927672824
house-37580,Urban,1990,162431.2831512465
house-24507,Rural,1982,288436.3608854845
house-23002,Suburb,1962,128947.8336468365
house-29684,Rural,1973,317767.54390261776
house-250,Urban,2004,337510.5084427254
house-27667,Urban,1957,110578.53955617304
house-19500,Suburb,2021,71127.9797554865
house-23177,Suburb,1963,155449.87739962788
house-34462,Suburb,2007,322587.0448050133
house-22395,Urban,1989,298046.0613220927
house-31282,Suburb,2002,247097.8324094473
house-24091,Rural,1995,235876.74089848425
house-7073,Urban,1955,404694.05774106015
house-10305,Rural,1973,142489.87985367136
house-24495,Rural,2020,182674.36689697672
house-10340,Suburb,2010,278729.9491865408
house-30546,Urban,1985,297974.8343551881
house-25634,Urban,1957,269303.87935055466
house-33686,Suburb,1983,203908.3714201912
house-22957,Suburb,2020,234957.89398825812
house-5554,Urban,1963,247934.6765064753
house-1716,Suburb,1994,344770.6621277994
house-21610,Urban,2001,249591.9689626952
house-15638,Urban,1969,342032.15230158635
house-6456,Suburb,1967,255724.2357687948
house-34920,Urban,2006,141884.6721718174
house-43730,Urban,1974,169374.38246233086
house-31961,Rural,1961,163609.2605750485
house-39670,Rural,1953,120506.20056432682
house-17363,Urban,1976,181199.64551837163
house-41481,Suburb,1999,90781.35920229238
house-13382,Rural,2018,133850.21364804124
house-16867,Rural,1952,154494.04756097274
house-39976,Suburb,2002,176118.0976328765
house-49928,Suburb,1950,193586.5430638168
house-38818,Suburb,1971,257533.6723781736
house-23574,Suburb,1951,224112.02536082896
house-27620,Suburb,2015,226841.74371828805
house-5681,Suburb,2000,237934.63097331545
house-22402,Suburb,1987,310595.6894978436
house-37219,Rural,1956,363736.33566284575
house-11359,Rural,1956,345368.4966429415
house-45991,Urban,1956,113413.14617508372
house-36331,Urban,1992,372121.6931197704
house-34604,Rural,1966,151628.5428781267
house-31197,Suburb,1998,260243.4563200804
house-21975,Urban,2013,180659.86917577824
house-19429,Suburb,2011,239529.8357336635
house-35100,Urban,1978,252056.6904973991
house-23230,Rural,1958,233116.25194136176
house-14020,Suburb,2001,203391.3986879905
house-40400,Urban,1981,170537.20546536567
house-36580,Suburb,1964,117184.75145717988
house-35543,Suburb,1973,135925.9640174199
house-44050,Suburb,1974,279605.3203963381
house-41184,Rural,1986,260770.04071933497
house-10149,Rural,1955,162070.13913464986
house-49694,Suburb,1982,220095.63003312383
house-20292,Suburb,2018,212525.76309682557
house-2369,Urban,1995,154839.51501577915
house-27108,Urban,1964,231286.34777699315
house-36444,Suburb,2005,333720.3086026961
house-5048,Rural,1999,177904.75597050984
house-15727,Urban,2007,254839.88259488525
house-44134,Urban,1986,324427.3560614513
house-36848,Urban,1956,189660.72158846684
house-35154,Rural,2018,148609.17107257363
house-22256,Urban,1989,188257.36040674
house-1362,Urban,2001,23621.030327305663
house-1207,Rural,1995,219525.367276608
house-28290,Suburb,1978,235098.4423210471
house-42096,Suburb,1965,102283.0837838866
house-3374,Urban,1971,346915.1261191382
house-4313,Suburb,2001,291969.0126177033
house-28269,Suburb,1969,252574.6856527532
house-23269,Suburb,1953,159165.09617217758
house-17964,Rural,1951,122225.05906677284
house-35332,Urban,1973,237119.61947218564
house-49756,Rural,2009,241650.57385279195
house-38187,Urban,2021,253904.64796608564
house-2915,Urban,1972,352345.0632559348
house-42859,Suburb,1953,212610.55375447517
house-29633,Rural,1995,274938.5593171826
house-42381,Rural,2005,336077.3043082338
house-16433,Urban,1973,150219.844566019
house-13601,Urban,1985,177459.83777572977
house-19577,Suburb,1970,268873.48514405574
house-6389,Urban,1953,240061.81052424412
house-9501,Suburb,2018,198968.50715836015
house-32292,Urban,2003,169664.95363015615
house-10277,Urban,1950,104450.09941742229
house-45222,Urban,1960,79942.14560360822
house-6302,Suburb,1951,264029.45904768695
house-47562,Urban,1966,56848.327825813496
house-38320,Urban,1956,156822.43163441785
house-14514,Urban,2005,367997.8797459997
house-23300,Rural,1979,260538.05139223355
house-7477,Urban,2010,256036.13807696805
house-3720,Suburb,1985,268620.79940385465
house-5652,Urban,2009,173401.4826029493
house-4101,Urban,2003,298798.4605039647
house-22510,Urban,1959,249726.59646687025
house-650,Rural,1982,343733.4612602183
house-8720,Suburb,1965,224679.6648300911
house-49324,Suburb,2009,216349.5990636727
house-4034,Rural,2015,204084.14103505493
house-31155,Urban,1952,214794.9000437897
house-26547,Rural,1965,125175.84930115732
house-216,Urban,2008,347187.40927735553
house-18967,Rural,1977,259108.9371220938
house-4442,Suburb,2020,219281.79586062703
house-10028,Urban,1991,199861.1418494715
house-19392,Urban,2012,309020.85220331326
house-8442,Urban,1989,154019.00520564275
house-35650,Rural,1972,182237.0482923333
house-38351,Urban,2014,201639.00302221175
house-33722,Suburb,1999,293174.09095363977
house-7980,Rural,2013,226713.6772506097
house-40041,Suburb,1969,231158.31648592275
house-15156,Suburb,1977,135021.5354811112
house-16334,Suburb,1959,288737.3932506088
house-22731,Rural,1955,276832.41620357026
house-22295,Urban,1979,270140.91025154653
house-48874,Urban,1967,85974.43945971757
house-30236,Rural,2008,245124.83345683536
house-37862,Urban,2010,228992.9519801041
house-33821,Urban,2021,202715.44287213663
house-29934,Urban,2008,320732.8357931695
house-13677,Rural,1963,114743.93627107584
house-3080,Rural,1986,135582.30222992072
house-2857,Rural,1952,173333.02846712072
house-47517,Suburb,1963,269472.31424202793
house-41237,Urban,2006,205572.39426060472
house-42676,Rural,1990,310036.5755395263
house-47142,Rural,1998,283331.0315387843
house-17683,Suburb,1990,346828.3366676739
house-16839,Suburb,1964,331820.73133537674
house-48107,Urban,1957,194387.99155440545
house-10765,Rural,1976,23329.833740568545
house-28205,Urban,1975,321239.56578941544
house-5728,Suburb,1952,145662.81694143685
house-47461,Rural,1997,181558.34056352507
house-36079,Urban,2004,268433.47680653364
house-42018,Suburb,1984,287669.21683299204
house-36936,Urban,1981,282289.60841979046
house-24910,Urban,1950,211876.39351855463
house-47201,Urban,2021,191357.618107944
house-44273,Urban,2014,323808.94696318335
house-47772,Urban,1962,185028.73510328744
house-23798,Urban,1962,202034.77647089184
house-37192,Suburb,1979,135249.32343815605
house-43786,Rural,1966,97706.6275874986
house-43675,Urban,1983,136842.89921739115
house-16434,Urban,1987,224256.5612098772
house-8372,Urban,1970,105983.61216605024
house-28260,Rural,1995,280868.7548650666
house-24264,Suburb,1983,168062.71132761426
house-27347,Suburb,2013,185796.25737641647
house-34697,Urban,1951,194996.56832462293
house-19767,Rural,1992,262840.55554034875
house-5425,Urban,1950,177297.50776560945
house-38770,Rural,2004,242039.153631464
house-13246,Rural,1959,345358.2087758433
house-10729,Urban,1950,236724.29815198347
house-10548,Suburb,1988,167822.70953177335
house-15369,Rural,1972,99022.32892056824
house-19991,Rural,1992,300224.8674823152
house-20677,Suburb,2020,123368.17118888612
house-27717,Urban,1992,194436.7974968006
house-45777,Rural,2005,357958.3169208048
house-6697,Rural,1966,143747.50392156604
house-5982,Suburb,2018,209130.4296758178
house-22226,Urban,1968,208107.9210108333
house-14317,Urban,2007,288322.723703985
house-6002,Urban,2013,223631.54929345008
house-37210,Urban,1980,137128.68774571948
house-41588,Rural,1978,219083.90035083055
house-24866,Suburb,2005,373367.1363667958
house-28487,Rural,2011,203471.6182210732
house-11965,Suburb,1967,280362.1269527639
house-20099,Suburb,1984,198378.89868995693
house-13499,Urban,1970,321464.7599867439
house-4289,Suburb,1999,175201.5389400458
house-68,Suburb,1989,98039.30310069738
house-18715,Urban,1967,282669.8624414523
house-42090,Suburb,1985,331072.8339293577
house-9441,Urban,2018,235196.0808328429
house-10536,Suburb,1981,216743.8430192732
house-40079,Rural,2012,323515.6533788155
house-31723,Suburb,1991,192875.10849064423
house-34501,Suburb,1959,150207.56610561736
house-47591,Rural,2002,156103.26105641163
house-41045,Urban,2009,244511.15289636803
house-12879,Urban,1987,257452.86042012591
house-38763,Rural,2002,283935.5604310564
house-30016,Urban,2013,174209.71301758033
house-23037,Urban,1974,163739.2156055562
house-38672,Urban,1990,323962.8799598052
house-30567,Urban,2019,326385.7153317417
house-38328,Suburb,2016,252403.60761484012
house-47856,Suburb,2018,352092.9048711787
house-4293,Urban,1989,287862.634503919
house-32043,Suburb,1955,225065.41947893283
house-1031,Urban,1997,97422.08368762385
house-6429,Suburb,1968,322717.64915681374
house-12086,Rural,1966,197982.49734547973
house-5543,Urban,1993,310446.7828375017
house-17592,Suburb,2002,228002.5364431404
house-22080,Urban,1983,412409.1821830099
house-47187,Rural,1991,279700.24057662
house-26303,Suburb,1963,184708.9145331037
house-34826,Rural,1991,270483.4137731943
house-9784,Rural,2002,180944.6250952969
house-38603,Suburb,1952,235858.8864353157
house-16102,Suburb,1986,214093.53527278863
house-39611,Urban,1975,240282.99789362343
house-44347,Urban,1976,313263.6174438601
house-44224,Suburb,1954,330690.80140947027
house-23076,Suburb,1950,170749.29257506525
house-29376,Urban,2007,234013.78795158985
house-16895,Rural,1958,124146.3704599813
house-47396,Urban,2015,286550.0985475147
house-26356,Rural,1953,295789.3551013343
house-32449,Suburb,1992,285389.25272371573
house-27212,Urban,1994,235725.18008683468
house-23095,Suburb,1967,320751.8888814754
house-6993,Suburb,1954,187244.25235531692
house-4662,Urban,1996,354276.0037243168
house-42232,Rural,1955,230524.0485031603
house-33239,Urban,1957,278650.5368063703
house-1443,Suburb,1980,69742.31853570514
house-5929,Urban,2000,313948.5672729538
house-16223,Suburb,1952,233171.54284046893
house-30019,Suburb,1998,288054.4567953669
house-41802,Urban,2002,72027.9946033991
house-13526,Urban,2013,283615.3226651425
house-23233,Rural,2020,318974.3751833173
house-15239,Urban,2005,265267.6442707997
house-15422,Suburb,1994,299680.2089471193
house-20688,Rural,1950,194358.35468788905
house-5053,Urban,2001,174929.03516190732
house-43581,Rural,1969,143845.41884837835
house-36140,Urban,1990,134741.774277652
house-36364,Suburb,1995,160418.53130595153
house-43546,Urban,1952,300160.57817338
house-26468,Suburb,1971,83397.66942063888
house-15232,Rural,1955,298636.36277941265
house-18109,Rural,1989,201534.67635519448
house-28379,Suburb,1965,24264.532208237277
house-43352,Urban,1983,195850.05668531207
house-34737,Rural,1992,163920.25280260478
house-45922,Urban,1993,35259.05450785691
house-34077,Rural,2020,199761.49407798203
house-13696,Suburb,1957,177610.19809496374
house-34066,Rural,2014,233356.20797832368
house-3323,Urban,1970,273868.9567338503
house-18563,Urban,1955,197209.98470856427
house-33168,Urban,1999,257921.1704659945
house-37935,Rural,1995,175970.0656742085
house-32161,Urban,1973,229916.31650155853
house-7041,Urban,2017,180076.832343844
house-43736,Urban,1966,146043.53526284176
house-17482,Suburb,1969,366924.91977534245
house-6406,Suburb,1962,265738.2952031551
house-42623,Urban,1965,327746.7403674534
house-29956,Rural,2005,334055.8503098617
house-3267,Suburb,1972,242814.9044498574
house-44617,Urban,1977,182766.972334184
house-46932,Suburb,2008,255877.91757181752
house-3173,Rural,1993,177114.99302419467
house-29386,Urban,1953,141100.3198481675
house-47027,Rural,1966,170294.4400215888
house-13958,Suburb,1972,168601.95308490656
house-38992,Urban,1955,279427.62258783856
house-18848,Suburb,1965,340782.89105913654
house-8779,Suburb,1967,335358.48373227706
house-36078,Suburb,1956,138935.59497727
house-3463,Suburb,1978,190235.2453761853
house-41778,Rural,2020,112445.95621152844
house-33880,Urban,1956,134187.15472332475
house-168,Suburb,2010,357765.11724448414
house-49760,Urban,2003,308948.2781327692
house-42769,Rural,2001,384149.8057243746
house-48576,Suburb,1960,146519.30657905937
house-25879,Urban,1971,209211.8933839042
house-26988,Urban,1991,279276.1366205402
house-11532,Urban,1998,274828.38856607466
house-28223,Suburb,1974,201122.09739934496
house-22347,Rural,1956,144197.17834186694
house-10032,Suburb,2005,279975.69627011067
house-14624,Rural,2016,210626.14498719468
house-34069,Suburb,2009,224989.1534354357
house-3940,Suburb,1971,276409.86069321854
house-41342,Suburb,2007,209132.9046359239
house-1141,Suburb,1952,146607.18924151923
house-1645,Suburb,1995,291470.3327116539
house-1043,Urban,1987,146603.65784613608
house-11884,Rural,1998,214369.33497272927
house-26947,Suburb,1975,103317.25484919042
house-19326,Rural,1998,76231.09855602191
house-1649,Rural,1968,364014.696587952
house-1006,Suburb,1955,165566.96888497123
house-44406,Urban,1985,314637.4664472793
house-39586,Suburb,1991,240985.9568418569
house-30440,Suburb,2020,155129.50935252476
house-39320,Urban,1962,313135.8265255337
house-30130,Rural,1974,281756.952519852
house-19252,Suburb,1957,308237.2509887807
house-894,Rural,2009,227730.1345025201
house-42913,Urban,1986,302370.1897109456
house-21561,Suburb,1987,158884.84479808636
house-1324,Suburb,1961,198137.8777255841
house-23896,Suburb,1998,279189.29717263347
house-17769,Rural,1953,161043.55725647806
house-28377,Urban,1952,331602.267141956
house-42309,Urban,2013,253405.94800366455
house-4807,Rural,1961,323685.51926351566
house-4024,Rural,1963,161553.41832659137
house-32509,Urban,1986,207382.8497481245
house-8629,Urban,1984,196771.2396399904
house-45931,Urban,2009,297960.8784113892
house-42397,Urban,1983,291448.6884431355
house-32233,Rural,2018,158672.24180538394
house-16278,Urban,1987,294301.4014183908
house-46890,Suburb,1982,272619.60374713136
house-34958,Urban,1950,239315.01925367792
house-20538,Urban,1959,252872.7173699396
house-20436,Suburb,1996,195572.75816501232
house-24053,Rural,1987,166747.06053329975
house-40580,Suburb,2001,192930.5126835949
house-17343,Suburb,1967,310206.6016745814
house-30274,Rural,1963,350067.027934751
house-15512,Suburb,2018,97678.58463332464
house-22001,Rural,2016,283611.06659243593
house-36049,Rural,1960,215090.66719881757
house-17874,Suburb,1960,329535.85240555
house-44247,Urban,1981,242123.07543885653
house-22517,Urban,1993,315716.5371289556
house-47922,Rural,2014,381918.68047846935
house-4592,Suburb,2004,251676.7993434923
house-35857,Urban,1970,108572.6509462938
house-18707,Urban,1951,149576.1034387261
house-33803,Urban,1964,325010.5560925103
house-14456,Urban,1959,151898.73812347063
house-18019,Rural,1976,131643.17364569413
house-10148,Rural,1976,231820.81412772197
house-21939,Rural,1957,352096.72514941485
house-4844,Suburb,1962,273074.43108174665
house-33743,Urban,2009,210760.0592470779
house-7445,Urban,2002,238731.54831132427
house-35692,Urban,1963,313013.37658604834
house-4980,Suburb,1978,70820.84359104613
house-48098,Rural,1953,119250.86704524042
house-21035,Urban,1958,133431.51928265608
house-31526,Suburb,1957,177700.35789263604
house-13907,Urban,1994,164098.12866218318
house-38118,Rural,1981,315662.7243188867
house-17663,Urban,2009,289668.88107172825
house-11826,Urban,1980,189556.2042653034
house-2662,Urban,1971,349422.183719434
house-3226,Urban,2020,103271.5865763537
house-16122,Urban,2009,222156.081611235
house-5869,Rural,2014,165601.51216366593
house-49276,Rural,1990,134078.64666158147
house-36980,Rural,1956,324331.7473872484
house-11642,Urban,1999,345612.920582914
house-29305,Suburb,1968,134670.49542562896
house-30642,Suburb,1977,351860.16357094626
house-28044,Rural,1999,223500.85423437905
house-32835,Urban,1953,245766.9663163894
house-49444,Urban,1956,265914.4737501578
house-45040,Urban,2011,245040.1451059842
house-7012,Rural,2002,224748.99048775824
house-32219,Rural,1953,188791.9104572279
house-5580,Rural,1957,215749.64171642825
house-39230,Suburb,2021,52612.48727786851
house-12877,Rural,1989,291674.17589381395
house-16201,Rural,1986,100738.77755226837
house-31449,Rural,1959,291105.8276096831
house-619,Suburb,1968,272864.8009845355
house-30008,Urban,1982,76440.03025560972
house-24589,Suburb,1972,273856.3394977008
house-4456,Urban,2000,87163.11919555644
house-1457,Rural,2002,150072.77768801674
house-21558,Suburb,1963,164895.83023844278
house-9893,Suburb,2013,213790.41652866383
house-36298,Rural,1994,153227.7570602359
house-6745,Rural,1952,293242.5565163813
house-22985,Rural,2011,135612.62624082324
house-37965,Urban,1951,254251.61651690747
house-40820,Rural,1989,183010.6725173709
house-11450,Urban,2014,242183.10333551464
house-47724,Urban,1983,112073.7312622352
house-24266,Rural,2010,318988.5818743166
house-32141,Urban,1984,148246.42649923556
house-20819,Suburb,1981,202610.26602159257
house-46,Suburb,2016,279764.3710402287
house-13255,Rural,1953,79493.25270670289
house-17755,Rural,2014,300875.33347801655
house-9987,Suburb,1961,133592.8763407227
house-20252,Rural,1983,144296.3941310275
house-19825,Urban,2020,95150.19487493826
house-41673,Urban,1963,280766.05788820365
house-35027,Urban,1998,223919.6412171932
house-41936,Urban,2012,230091.5383403109
house-40078,Rural,1961,182914.15785406544
house-36213,Rural,2018,168920.3610620021
house-7175,Urban,1966,294283.53219120734
house-5109,Rural,1950,290868.0612501024
house-7866,Rural,1992,429118.729234366
house-23097,Rural,1985,121310.68041196345
house-27726,Urban,2002,187070.4521907557
house-16639,Rural,2017,259786.4246166951
house-48217,Urban,1981,269700.7801026836
house-29128,Rural,1969,255497.87098880264
house-3171,Urban,1993,299315.91177887126
house-23282,Rural,2006,185151.4431086714
house-47117,Urban,2020,135927.03303986148
house-13395,Suburb,2009,195707.31265993768
house-15414,Urban,1981,199589.2498988617
house-27089,Urban,2008,229550.61774886973
house-33190,Urban,1986,237414.96848523035
house-49730,Rural,1957,211113.84010748327
house-15506,Rural,1972,184790.9768694531
house-46254,Suburb,1998,58747.04592554766
house-36362,Urban,2019,313175.8212801651
house-31237,Urban,2020,269439.3832700845
house-1492,Urban,2002,208832.5771638779
house-42762,Suburb,1977,242962.4367519869
house-13279,Suburb,1978,189988.2649343857
house-18110,Urban,1954,143333.91971469964
house-14734,Suburb,2008,160690.84722479005
house-26210,Suburb,2012,192951.1993028824
house-33522,Suburb,2011,155486.24781755492
house-9497,Urban,1982,197385.4363623944
house-30646,Urban,1971,240926.0824775256
house-11334,Rural,2011,220182.61388340505
house-49007,Urban,2008,291298.9415640405
house-26931,Urban,1954,476671.7332626706
house-13496,Urban,1986,324659.4692220972
house-37870,Urban,2013,204528.7371160012
house-36732,Urban,2010,146479.23049605283
house-5021,Suburb,2016,254417.53854015603
house-5674,Rural,1990,258346.84739592928
house-6844,Rural,1980,240967.011390932
house-8901,Suburb,1983,191862.16485210575
house-34660,Suburb,2017,259492.21456105608
house-43482,Rural,1979,142508.4985762114
house-24324,Urban,1956,172248.50926508004
house-5295,Urban,1981,55829.68530859792
house-42391,Rural,1998,289708.856495106
house-13650,Suburb,1972,370626.439473164
house-32164,Suburb,1956,95250.88437371892
house-39433,Suburb,1989,276265.6370533146
house-5235,Suburb,1960,288301.58963848493
house-16576,Rural,1968,192888.22866030232
